,SortOrder,LocID,Notes,ISO3_code,ISO2_code,SDMX_code,LocTypeID,LocTypeName,ParentID,Location,VarID,Variant,Time,TPopulation1Jan,TPopulation1July,TPopulationMale1July,TPopulationFemale1July,PopDensity,PopSexRatio,MedianAgePop,NatChange,NatChangeRT,PopChange,PopGrowthRate,DoublingTime,Births,Births1519,CBR,TFR,NRR,MAC,SRB,Deaths,DeathsMale,DeathsFemale,CDR,LEx,LExMale,LExFemale,LE15,LE15Male,LE15Female,LE65,LE65Male,LE65Female,LE80,LE80Male,LE80Female,InfantDeaths,IMR,LBsurvivingAge1,Under5Deaths,Q5,Q0040,Q0040Male,Q0040Female,Q0060,Q0060Male,Q0060Female,Q1550,Q1550Male,Q1550Female,Q1560,Q1560Male,Q1560Female,NetMigrations,CNMR
7064,51,120,,CMR,CM,120,4,Country/Area,911,Cameroon,2,Medium,2022,27552.212,27914.536,13922.522,13992.014,59.896,99.5033,17.5513,729.448,26.127,724.649,2.596,26.7006,959.096,161.978,34.352,4.3831,1.9344,28.379,103,229.648,121.29,108.358,8.225,60.9576,59.3919,62.5557,50.9467,49.6558,52.2477,11.8859,11.3275,12.3889,5.2976,5.0926,5.4599,43.826,45.7513,923.258,62.549,65.862,158.8262,171.2371,146.2225,356.7577,386.8572,326.0505,167.1843,182.2567,152.0301,302.082,330.3344,273.6108,-4.8,-0.172
7216,52,140,,CAF,CF,140,4,Country/Area,911,Central African Republic,2,Medium,2022,5500.295,5579.144,2788.352,2790.791,8.9556,99.9126,14.7052,175.153,31.341,157.697,2.827,24.5188,236.643,54.09,42.344,5.9175,2.4448,28.823,103.3,61.49,33.428,28.062,11.003,54.4766,52.2577,56.8294,46.2647,44.2163,48.4276,11.3063,10.3833,12.3031,5.5452,4.9116,6.1407,15.978,67.6984,224.799,22.401,96.8835,243.7685,265.3612,221.2815,485.0898,530.6092,440.4905,258.783,289.4069,227.1444,418.1058,465.1882,372.8022,-17.463,-3.125
7368,53,148,,TCD,TD,148,4,Country/Area,911,Chad,2,Medium,2022,17449.262,17723.315,8896.002,8827.312,14.0751,100.7781,15.0585,550.105,31.027,548.105,3.093,22.4102,765.648,128.29,43.184,6.2152,2.415,29.363,104.2,215.543,114.897,100.647,12.157,52.9971,51.3005,54.7691,46.6615,45.1289,48.2415,10.9213,10.3191,11.4749,4.6294,4.2923,4.8995,49.809,65.4661,727.088,76.177,102.7097,281.0465,297.8316,263.6424,475.5489,509.4847,440.384,247.2681,269.3149,224.7757,383.4668,418.7778,347.4389,-2,-0.113
7520,54,178,,COG,CG,178,4,Country/Area,911,Congo,2,Medium,2022,5902.552,5970.424,2981.8,2988.624,17.4829,99.7716,18.2622,136.736,22.9,135.744,2.274,30.4814,180.175,31.075,30.175,4.095,1.8447,28.844,102.6,43.439,22.927,20.512,7.275,63.0529,61.5127,64.617,51.8732,50.5189,53.2354,12.4136,11.5713,13.1807,5.5144,5.2074,5.7441,6.614,36.6971,174.567,8.935,49.751,136.8869,145.4538,128.1802,329.5059,355.0977,303.7789,159.938,170.7275,149.0739,287.4273,311.581,263.3888,-1,-0.167
7672,55,180,,COD,CD,180,4,Country/Area,911,Democratic Republic of the Congo,2,Medium,2022,97413.858,99010.212,49118.035,49892.177,43.6736,98.4484,15.5557,3207.705,32.385,3192.708,3.225,21.4929,4133.987,554.017,41.737,6.1061,2.6139,29.935,102.3,926.282,500.472,425.81,9.352,59.7428,57.5157,62.0504,51.0637,49.1511,53.0197,12.015,11.2226,12.7443,5.106,4.6899,5.4265,205.747,49.9998,3965.786,302.238,75.178,190.8572,211.7911,169.4993,360.5337,401.1181,318.9515,170.4284,194.3926,146.3523,289.1849,328.1188,249.9736,-14.999,-0.151
7824,56,226,,GNQ,GQ,226,4,Country/Area,911,Equatorial Guinea,2,Medium,2022,1655.207,1674.908,883.926,790.982,59.7115,111.7503,20.8209,35.395,21.157,39.402,2.353,29.458,49.964,9.911,29.865,4.1696,1.8399,28.038,103.1,14.569,8.154,6.415,8.708,61.1901,59.4316,63.2614,51.5656,50.0854,53.3577,11.7099,10.9842,12.3894,5.0079,4.7042,5.2412,2.688,53.7851,47.845,3.57,71.6767,153.8006,167.4382,138.2663,342.8283,374.8248,302.2069,152.0181,168.0151,130.3567,283.1451,313.243,244.1694,4,2.391
7976,57,266,,GAB,GA,266,4,Country/Area,911,Gabon,2,Medium,2022,2365.207,2388.992,1215.504,1173.488,9.2715,103.5805,21.6659,46.569,19.496,47.571,1.991,34.814,64.022,9.889,26.803,3.46,1.6063,28.465,102.1,17.453,9.958,7.496,7.307,65.6937,63.3613,68.3593,53.8384,51.6772,56.3233,12.8741,11.9563,13.7999,5.8463,5.5384,6.1182,1.885,29.4654,62.375,2.539,39.7497,103.7814,119.8463,86.5501,279.2974,324.1941,228.0316,122.9776,147.3672,95.5506,243.6326,287.5641,193.4877,1,0.419
8128,58,678,,STP,ST,678,4,Country/Area,911,Sao Tome and Principe,2,Medium,2022,225.155,227.38,113.407,113.972,236.8536,99.5038,18.5527,5.041,22.136,4.449,1.957,35.4189,6.37,1.021,27.974,3.7505,1.7716,28.74,102.7,1.329,0.752,0.578,5.838,68.7944,66.0542,71.938,55.1727,52.4716,58.2742,13.9035,12.3,15.5375,6.3688,5.6581,6.8379,0.08,12.5886,6.3,0.096,15.2149,78.4268,89.3668,67.5103,240.9166,285.6987,191.4495,115.6117,136.798,93.3029,224.9974,269.7104,175.6694,-0.6,-2.635
8280,59,912,,,,15,3,Subregion,903,Northern Africa,2,Medium,2022,257856.072,259969.946,131122.528,128847.418,33.8231,101.7657,24.6554,4318.143,16.608,4227.748,1.626,42.629,5889.133,453.014,22.65,3.0272,1.4199,29.13,104.9,1570.99,861.148,709.842,6.042,71.3083,69.1102,73.6064,58.6246,56.5728,60.7552,14.2314,13.1278,15.254,6.193,5.6921,6.5561,125.916,21.3683,5779.638,161.833,27.376,59.9038,69.2824,50.0573,167.2174,200.9075,132.123,59.5037,72.9978,45.357,139.3668,171.5214,106.1089,-90.383,-0.348
8432,60,12,,DZA,DZ,12,4,Country/Area,912,Algeria,2,Medium,2022,44543.592,44903.225,22862.237,22040.987,18.8531,103.726,28.0155,729.261,16.243,719.266,1.602,43.2676,923.648,18.468,20.572,2.8293,1.3424,31.337,104.6,194.387,103.969,90.417,4.329,77.1294,75.8531,78.4568,63.9045,62.7557,65.0932,17.4726,16.848,18.0749,7.5045,7.2894,7.6835,15.423,16.6462,910.05,18.567,19.8527,41.4907,46.3212,36.4007,99.2656,114.3415,83.3024,38.5616,44.6301,32.1508,78.0359,91.6019,63.7084,-9.999,-0.223
8584,61,818,,EGY,EG,818,4,Country/Area,912,Egypt,2,Medium,2022,110132.806,110990.103,56124.592,54865.512,111.4974,102.2948,24.064,1744.592,15.717,1714.594,1.545,44.8639,2453.941,209.498,22.107,2.8776,1.368,27.74,105.4,709.349,382.589,326.76,6.39,70.1593,67.8691,72.5566,56.6037,54.3625,58.9422,12.3219,11.0603,13.412,5.2527,4.6045,5.6481,39.322,16.016,2419.232,46.613,18.9508,38.4503,44.6021,31.9552,175.8724,217.5034,131.5211,52.193,66.6353,36.8308,158.6068,199.9524,114.6765,-29.998,-0.27
8736,62,434,,LBY,LY,434,4,Country/Area,912,Libya,2,Medium,2022,6774.698,6812.341,3447.062,3365.279,4.0642,102.4302,26.5079,77.285,11.344,75.286,1.105,62.7283,117.846,2.189,17.298,2.4022,1.1357,31.807,105.7,40.561,22.902,17.659,5.954,72.1506,69.7362,74.7593,58.1343,55.763,60.6923,14.461,12.996,15.9064,6.2841,5.6289,6.8502,1.077,9.1203,116.912,1.312,11.0255,47.6588,56.7677,38.0511,170.5022,203.8961,135.7491,72.4952,87.6544,56.5306,158.7736,191.7493,124.5487,-2,-0.294
8888,63,504,,MAR,MA,504,4,Country/Area,912,Morocco,2,Medium,2022,37264.469,37457.971,18852.368,18605.603,83.93,101.3263,28.984,427.012,11.395,387.003,1.033,67.1004,643.109,38.021,17.161,2.2991,1.0945,30.26,104.7,216.097,120.766,95.331,5.766,74.9728,72.8964,77.177,61.4341,59.4922,63.4876,15.7236,14.403,17.037,6.716,6.0313,7.2382,9.272,14.4023,634.624,10.889,16.8453,38.5513,43.7198,33.172,119.0194,141.2598,96.2605,42.0482,48.3175,35.6605,101.4346,121.984,80.5649,-39.998,-1.067
9040,64,729,,SDN,SD,729,4,Country/Area,912,Sudan,2,Medium,2022,46261.499,46874.204,23420.005,23454.198,26.5569,99.8542,18.48,1235.414,26.35,1225.41,2.614,26.5167,1548.473,181.371,33.027,4.384,1.9657,29.597,104.1,313.059,175.197,137.862,6.677,65.5779,63.0478,68.1838,55.1266,52.9456,57.3303,13.4798,12.6004,14.3393,5.7122,5.2611,6.1185,57.982,37.4961,1499.138,81.055,52.8866,131.033,153.2417,107.709,262.8267,305.7261,220.5372,118.0988,142.2692,92.8597,209.4808,249.2146,171.315,-9.999,-0.213
9192,65,788,,TUN,TN,788,4,Country/Area,912,Tunisia,2,Medium,2022,12308.697,12356.117,6098.372,6257.745,79.4963,97.4532,32.0259,98.841,7.999,94.84,0.768,90.2535,192.759,2.777,15.6,2.0637,0.9799,30.981,105.2,93.918,53.525,40.392,7.601,74.2631,71.3668,77.4084,60.6706,57.8156,63.765,15.3503,13.5461,17.2108,6.5225,5.6457,7.2218,2.617,13.5369,190.468,3.128,16.013,42.9368,53.2478,32.7142,126.0114,160.8133,91.2011,49.2407,65.4915,33.2952,108.9693,143.2329,74.8687,-4,-0.324
9344,66,732,,ESH,EH,732,4,Country/Area,912,Western Sahara,2,Medium,2022,570.311,575.986,317.891,258.094,2.1654,123.1685,31.2718,5.746,10.026,11.349,1.97,35.1851,9.356,0.69,16.325,2.2754,1.0643,30.045,105.1,3.61,2.196,1.414,6.299,70.9756,69.319,73.0973,58.3428,56.9814,60.1511,14.1484,13.3723,15.0439,5.9148,5.6314,6.2293,0.222,23.7116,9.159,0.268,28.5162,63.2072,72.1023,53.1723,175.4225,197.9007,144.208,65.3544,73.0355,54.8568,147.2003,166.2455,119.572,5.6,9.77
9496,67,913,,,,18,3,Subregion,903,Southern Africa,2,Medium,2022,68295.332,68598.69,33439.04,35159.65,25.803,95.1063,26.7133,559.025,8.153,606.716,0.884,78.4103,1373.536,173.993,20.032,2.4188,1.1007,27.727,103.8,814.511,405.426,409.085,11.879,61.0626,58.1478,63.8268,48.9537,46.1215,51.5988,11.9475,10.3168,13.0087,6.201,5.2822,6.6652,41.867,30.3899,1337.571,55.626,40.0329,147.7425,171.0583,123.3817,395.291,451.8047,339.8639,203.9303,237.2066,169.1669,365.6636,422.7253,310.2509,47.715,0.696
9648,68,72,,BWA,BW,72,4,Country/Area,913,Botswana,2,Medium,2022,2607.583,2630.296,1298.807,1331.489,4.6412,97.5455,23.6383,42.423,16.139,45.426,1.727,40.1359,60.554,5.922,23.036,2.7544,1.2609,28.477,103.2,18.131,9.668,8.463,6.897,65.9135,63.3275,68.399,54.4095,51.9469,56.7388,14.0661,12.9858,14.8738,6.8405,6.2313,7.2235,2.008,33.0999,58.829,2.683,44.065,116.7059,133.0937,99.9276,287.8232,335.8543,240.8614,134.8218,161.6087,107.9733,248.8148,296.5997,202.6155,3,1.141
9800,69,748,,SWZ,SZ,748,4,Country/Area,913,Eswatini,2,Medium,2022,1197.454,1201.67,596.167,605.504,69.2087,98.4581,21.6189,14.164,11.759,8.433,0.702,98.7389,28.476,4.239,23.642,2.7854,1.2385,27.983,103,14.312,8.108,6.204,11.883,56.3604,52.6466,60.5988,44.971,41.2663,49.192,10.9207,9.4913,11.9838,5.1768,4.7172,5.4967,1.119,39.165,27.54,1.508,52.5405,198.8052,234.2599,160.167,498.0634,590.4279,391.9653,285.0444,351.9867,206.8446,464.5961,561.0165,354.5536,-5.733,-4.76
9952,70,426,,LSO,LS,426,4,Country/Area,913,Lesotho,2,Medium,2022,2294.313,2305.826,1137.496,1168.329,75.9495,97.361,22.19,27.021,11.709,23.025,0.999,69.3841,59.49,10.329,25.778,2.9799,1.2567,27.851,102.8,32.469,17.194,15.275,14.069,53.0363,50.3188,55.9233,43.9255,41.4547,46.5308,11.2444,9.8553,12.2904,5.9442,5.0305,6.4971,4.116,69.0136,56.474,5.308,89.0695,253.0769,280.5096,224.0437,544.6082,600.0441,484.5016,311.1434,352.5239,264.9947,492.0339,549.1648,430.9047,-4,-1.733
10104,71,516,,NAM,,516,4,Country/Area,913,Namibia,2,Medium,2022,2549.182,2567.012,1238.563,1328.449,3.118,93.2338,21.3983,39.726,15.464,35.661,1.389,49.9026,69.157,7.703,26.921,3.2475,1.4703,29.123,101.1,29.431,15.859,13.573,11.457,58.0587,54.592,61.7038,46.0088,42.5156,49.6692,10.7507,8.9088,12.2337,5.1113,4.0185,5.7363,2.062,29.7716,67.362,2.873,41.5083,171.1438,199.194,143.5932,463.5018,546.6622,379.1584,255.1103,310.9995,199.3602,435.0674,521.2684,348.1051,-4.061,-1.581
10256,72,710,,ZAF,ZA,710,4,Country/Area,913,South Africa,2,Medium,2022,59646.8,59893.885,29168.006,30725.879,49.0607,94.9298,27.3515,435.683,7.278,494.171,0.825,84.0178,1155.858,145.8,19.31,2.3414,1.0695,27.634,104,720.175,354.597,365.578,12.032,61.4798,58.5973,64.1807,49.1493,46.3485,51.7323,11.9724,10.3291,13.0243,6.2398,5.3173,6.698,32.562,28.0822,1127.365,43.251,36.9361,142.1948,165.251,118.0493,388.5195,443.4054,335.0737,199.3463,230.8813,166.4044,361.0608,416.3144,307.7844,58.496,0.977
10408,73,914,,,,11,3,Subregion,903,Western Africa,2,Medium,2022,423747.778,429084.925,215823.585,213261.34,70.7638,101.2015,17.2756,10840.162,25.255,10674.293,2.488,27.8596,15292.397,2336.719,35.628,4.8906,1.9797,29.268,103.7,4452.235,2293.843,2158.392,10.373,57.2831,56.3729,58.1991,49.988,49.198,50.7728,12.0391,11.6361,12.4073,5.1062,4.8728,5.2974,910.661,59.6814,14587.149,1374.908,91.3679,229.8003,234.7686,224.7057,400.1133,417.0199,383.1009,196.24,203.0459,189.3434,314.5749,331.5075,297.6865,-165.826,-0.386
10560,74,204,,BEN,BJ,204,4,Country/Area,914,Benin,2,Medium,2022,13174.363,13352.864,6689.295,6663.569,118.4184,100.3861,17.5273,357.203,26.748,357.002,2.674,25.9217,481.715,62.62,36.071,4.8953,2.0606,29.145,104.1,124.512,65.672,58.84,9.323,59.9544,58.265,61.6761,51.8261,50.4068,53.2427,12.3999,11.7574,12.963,5.2866,4.9144,5.5597,26.146,54.396,460.723,39.152,82.5045,193.9825,208.236,179.1758,352.4579,381.6676,322.7061,162.6561,178.2429,146.9298,274.4006,301.9661,246.8281,-0.2,-0.015
10712,75,854,,BFA,BF,854,4,Country/Area,914,Burkina Faso,2,Medium,2022,22388.008,22673.762,11299.155,11374.607,82.8719,99.3367,16.7241,596.507,26.29,571.508,2.521,27.4949,793.031,133.798,34.952,4.6655,1.9828,28.853,104.1,196.524,101.475,95.049,8.662,59.7657,57.9526,61.5048,50.9818,49.2752,52.5785,11.1969,10.4445,11.7649,4.2894,3.9945,4.4709,37.542,47.4196,762.151,62.093,79.3838,181.4973,192.427,170.2951,349.3655,388.2716,311.8428,158.7144,177.5007,140.1489,278.5028,318.3665,240.6751,-24.998,-1.102
10864,76,132,,CPV,CV,132,4,Country/Area,914,Cabo Verde,2,Medium,2022,590.503,593.15,294.91,298.239,147.1835,98.8839,26.961,6.548,11.027,5.293,0.892,77.7071,9.908,1.411,16.686,1.8789,0.9058,27.639,103.3,3.36,1.799,1.561,5.659,74.7225,70.2896,79.0115,60.9083,56.5106,65.1422,16.4494,13.6612,18.4361,6.8256,5.2642,7.684,0.113,11.3803,9.809,0.134,13.5043,41.3917,53.3041,28.5909,148.1367,208.3246,84.5512,61.0946,87.8167,31.4142,134.241,194.1514,71.1171,-1.256,-2.115
11016,77,384,,CIV,CI,384,4,Country/Area,914,Côte d'Ivoire,2,Medium,2022,27810.491,28160.542,14215.57,13944.972,88.5552,101.9405,17.752,694.104,24.649,700.103,2.486,27.882,943.133,160.223,33.492,4.3419,1.8782,28.9,103,249.029,134.756,114.273,8.843,58.9158,57.6856,60.2825,49.4259,48.7172,50.2564,12.1019,11.3536,12.9954,5.8774,5.2777,6.4868,53.457,56.7582,901.482,70.617,75.6245,184.9458,194.2763,175.4456,405.821,419.513,391.2373,200.0929,202.2343,197.8353,348.2311,356.528,339.2321,6,0.213
11168,78,270,,GMB,GM,270,4,Country/Area,914,Gambia,2,Medium,2022,2672.89,2705.992,1346.335,1359.657,267.3905,99.0202,16.9858,69.208,25.559,66.204,2.447,28.3264,88.535,9.102,32.696,4.5859,2.0205,30.413,103.2,19.327,10.168,9.158,7.137,62.9064,61.4807,64.3443,52.0693,50.822,53.3101,12.2054,11.6087,12.7917,5.1594,4.8505,5.424,2.476,27.9935,86.361,3.838,43.8914,148.7892,158.7815,138.6228,315.3016,341.2115,290.4911,153.7636,165.996,141.981,267.0622,291.7683,243.8333,-3,-1.108
11320,79,288,,GHA,GH,288,4,Country/Area,914,Ghana,2,Medium,2022,33154.506,33475.87,16695.114,16780.756,147.1208,99.4896,20.5237,652.722,19.495,642.729,1.92,36.1014,906.677,107.288,27.08,3.5066,1.5578,29.535,103.8,253.955,137.215,116.74,7.585,63.9447,61.8053,66.1305,53.1037,51.2373,54.9786,12.9253,12.1436,13.6469,5.5298,5.1076,5.8591,28.647,31.6016,881.846,38.463,42.582,146.1082,164.5439,126.9656,298.7356,336.3216,261.0503,146.9075,167.8417,125.2942,250.2903,285.6714,215.4602,-9.999,-0.299
11472,80,324,,GIN,GN,324,4,Country/Area,914,Guinea,2,Medium,2022,13695.093,13859.34,6854.02,7005.32,56.403,97.8402,17.849,332.496,23.985,328.495,2.37,29.2467,469.311,82.895,33.855,4.3033,1.781,28.89,104.5,136.815,68.883,67.932,9.87,58.9849,57.6431,60.2376,51.4965,50.3762,52.4876,12.2683,11.6817,12.7235,5.2216,4.886,5.4679,29.964,63.9293,446.098,42.952,92.4067,204.9673,214.805,194.8507,365.9312,388.5092,345.1203,166.3886,177.0634,156.4643,281.2245,302.5496,262.3017,-4,-0.289
11624,81,624,,GNB,GW,624,4,Country/Area,914,Guinea-Bissau,2,Medium,2022,2083.089,2105.566,1039.86,1065.706,74.8779,97.5748,18.4444,46.37,22.014,44.953,2.135,32.4659,64.479,9.891,30.611,3.9249,1.7006,29.495,104.1,18.109,9.462,8.647,8.597,59.8612,57.6712,61.9295,50.3273,48.3953,52.0835,11.537,10.7824,12.1029,5.0292,4.7581,5.2442,3.229,50.0957,61.89,4.667,72.8664,170.6662,188.1409,152.7383,373.1607,418.6546,330.6417,175.4209,200.9474,150.2923,313.6535,358.5338,272.8226,-1.4,-0.665
11776,82,430,,LBR,LR,430,4,Country/Area,914,Liberia,2,Medium,2022,5245.853,5302.681,2640.702,2661.979,55.0528,99.2007,18.1107,118.656,22.364,113.656,2.143,32.3447,164.452,36.306,30.996,4.0156,1.7535,28.457,103.9,45.796,23.527,22.27,8.632,61.1002,59.7957,62.3923,51.7043,50.7704,52.5996,11.9414,11.5476,12.264,5.2204,5.051,5.3555,9.409,57.3112,157.137,12.215,74.8132,158.7115,170.3352,146.8811,344.4894,367.3282,321.6933,152.4153,162.6927,142.3541,282.3804,301.9498,263.2505,-5,-0.942
11928,83,466,,MLI,ML,466,4,Country/Area,914,Mali,2,Medium,2022,22248.667,22593.59,11406.82,11186.771,18.5165,101.967,15.1654,729.851,32.266,689.847,3.054,22.6964,932.317,183.996,41.217,5.8669,2.4861,28.924,103.3,202.466,106.94,95.526,8.951,59.4167,58.0679,60.8322,50.9713,49.798,52.1976,11.1405,10.6281,11.6168,4.241,4.0239,4.421,49.461,53.2765,892.365,77.146,84.8858,185.5744,193.6019,177.2599,352.3622,380.7273,322.4337,158.0849,170.6943,144.8755,277.7378,305.841,248.2777,-39.998,-1.768
12080,84,478,,MRT,MR,478,4,Country/Area,914,Mauritania,2,Medium,2022,4673.674,4736.139,2321.228,2414.911,4.5951,96.1206,17.7131,121.936,25.75,124.93,2.638,26.2755,156.047,20.167,32.953,4.3415,1.9595,29.891,103.3,34.111,18.26,15.85,7.203,64.6911,62.9648,66.4467,54.2401,52.7581,55.7274,11.79,11.0291,12.5581,4.8254,4.4893,5.1385,6.779,43.5658,150.443,9.02,58.6534,112.7649,124.5037,101.2334,261.2534,290.3768,233.5745,97.9839,109.6052,87.3206,207.7042,234.5624,182.7801,3,0.633
12232,85,562,,NER,NE,562,4,Country/Area,914,Niger,2,Medium,2022,25719.857,26207.977,13293.383,12914.594,20.69,102.933,14.4858,975.24,37.195,976.239,3.725,18.608,1180.654,234.479,45.029,6.7489,2.9286,29.108,104,205.414,107.856,97.558,7.834,62.0799,60.816,63.4014,52.6287,51.4874,53.8156,11.5538,10.9691,12.077,4.4053,4.137,4.5958,47.092,40.0884,1140.79,81.583,71.7573,150.591,155.0337,145.9646,308.1876,334.1493,280.5854,130.1206,139.1575,120.5507,243.8143,269.6,216.5196,1,0.038
12384,86,566,,NGA,NG,566,4,Country/Area,914,Nigeria,2,Medium,2022,215928.431,218541.212,110448.136,108093.075,239.9521,102.1787,17.1166,5285.555,24.18,5225.561,2.391,28.9898,8002.758,1154.052,36.611,5.1428,1.9497,29.447,103.8,2717.203,1380.004,1337.199,12.431,53.6326,53.2953,53.9685,48.0879,47.8074,48.3656,12.0258,11.8787,12.1623,5.1713,5.052,5.2739,573.914,71.871,7570.882,872.823,110.8137,287.5607,287.4782,287.6812,459.3142,466.0851,452.524,237.9148,238.9359,236.8751,357.2515,364.5967,349.8706,-59.996,-0.274
12536,87,654,4,SHN,SH,654,4,Country/Area,914,Saint Helena,2,Medium,2022,5.402,5.374,2.595,2.779,13.7795,93.4137,52.2943,-0.056,-10.472,-0.056,-1.042,,0.04,0.002,7.472,1.6431,0.786,30.04,105.4,0.096,0.059,0.037,17.944,77.214,74.4292,80.8848,63.3558,60.7294,66.8549,16.8004,15.0359,19.4174,7.3696,6.3293,8.6673,0,11.0936,0.04,0.001,12.8626,28.5403,34.9121,22.7698,91.0972,119.6839,64.986,30.3247,39.305,23.4948,77.3509,103.9361,53.5357,0,0
12688,88,686,,SEN,SN,686,4,Country/Area,914,Senegal,2,Medium,2022,17096.667,17316.449,8516.044,8800.406,89.9416,96.7688,17.8995,459.556,26.519,439.564,2.539,27.3,555.696,59.657,32.067,4.3145,2.0092,30.137,103.1,96.14,50.989,45.152,5.548,67.9134,65.4733,70.1997,55.636,53.4614,57.6146,12.6154,11.5841,13.4428,4.7886,4.3758,5.0784,11.672,21.0327,545.212,17.477,31.88,84.3672,97.5927,71.0723,218.1596,262.9917,177.0139,90.8267,109.8146,73.1477,185.5116,227.8577,147.6103,-19.999,-1.154
12840,89,694,,SLE,SL,694,4,Country/Area,914,Sierra Leone,2,Medium,2022,8513.55,8605.718,4312.192,4293.526,119.957,100.4347,19.0465,188.332,21.879,184.336,2.142,32.3598,265.023,45.555,30.788,3.8758,1.6526,28.684,103.3,76.691,39.694,36.997,8.909,60.411,59.1146,61.6928,52.706,51.6303,53.756,11.5996,10.9258,12.1942,4.8715,4.5179,5.1396,18.552,69.962,251.464,25.519,96.7096,170.0616,177.4603,162.6674,328.3014,348.6092,308.1048,125.8605,131.667,119.9979,244.4382,262.8988,226.2351,-4,-0.465
12992,90,768,,TGO,TG,768,4,Country/Area,914,Togo,2,Medium,2022,8746.734,8848.698,4448.225,4400.474,162.6898,101.0851,18.7787,205.929,23.267,203.929,2.305,30.0715,278.618,35.277,31.48,4.1956,1.8018,29.017,102.8,72.689,37.085,35.604,8.213,61.5882,60.9456,62.2265,51.9803,51.47,52.4791,12.0111,11.7507,12.2501,4.6204,4.536,4.6914,12.207,43.8895,268.452,17.205,62.4325,171.8386,170.8268,172.8901,323.6526,338.671,308.7049,156.5921,158.5438,154.6921,261.2957,275.8514,246.9269,-2,-0.226
13144,91,935,,,,142,2,Geographic region,1840,Asia,2,Medium,2022,4708362.16,4722634.764,2402859.683,2319775.08,150.5772,103.5816,31.5598,30007.236,6.353,28545.207,0.604,114.7595,66911.705,4315.597,14.166,1.9356,0.8957,28.155,107.4,36904.469,20256.365,16648.104,7.813,73.1802,70.7634,75.756,60.4942,58.1118,63.0235,16.4035,14.9017,17.8293,7.7311,6.8283,8.4133,1486.731,22.2036,65628.802,1829.179,27.0806,62.2728,70.0552,53.8434,163.5678,193.7868,131.3359,64.6503,78.825,49.4527,136.436,166.287,104.715,-1461.999,-0.31
13296,92,5500,,,,143,3,Subregion,935,Central Asia,2,Medium,2022,76470.35,77039.831,38113.109,38926.723,19.6034,97.9099,26.3813,1192.938,15.483,1138.962,1.478,46.8976,1726.853,68.466,22.412,2.9224,1.3784,27.674,107.1,533.915,286.227,247.688,6.929,70.5498,67.4593,73.5756,56.8863,53.9204,59.7559,13.1905,11.6011,14.4303,5.7584,4.9894,6.177,25.625,14.7914,1704.464,29.421,16.9246,48.6258,60.5695,36.3067,183.6309,238.1739,129.7985,72.5245,96.5093,48.6836,167.824,221.2577,115.5772,-53.994,-0.701
13448,93,398,,KAZ,KZ,398,4,Country/Area,5500,Kazakhstan,2,Medium,2022,19295.502,19397.998,9335.1,10062.898,7.1852,92.7675,29.5377,204.996,10.57,204.992,1.057,65.5768,402.511,14.124,20.754,3.0473,1.4499,28.763,106.5,197.515,100.472,97.043,10.184,69.4891,65.7763,72.9947,55.2689,51.6048,58.7063,12.3311,10.3915,13.6809,5.5531,4.5627,6.0171,3.431,8.4946,399.544,3.846,9.5045,44.944,60.0949,29.7676,204.7233,278.2697,134.4536,86.5272,121.0052,52.9792,195.5141,268.8189,125.8188,0,0
13600,94,417,,KGZ,KG,417,4,Country/Area,5500,Kyrgyzstan,2,Medium,2022,6578.069,6630.623,3255.52,3375.102,34.5705,96.4569,23.8185,115.096,17.348,105.108,1.585,43.7317,154.761,9.13,23.326,2.9459,1.4048,28.038,105.7,39.665,23.474,16.19,5.978,70.4839,66.2177,74.9286,56.6369,52.481,60.9396,13.3223,11.2553,15.1307,5.5748,4.5658,6.2321,2.036,13.1281,152.979,2.307,14.8024,46.5285,63.2018,29.7713,194.8845,276.6961,115.1153,81.2488,120.9087,43.007,181.4494,262.5705,102.9833,-9.999,-1.507
13752,95,762,,TJK,TJ,762,4,Country/Area,5500,Tajikistan,2,Medium,2022,9856.531,9952.787,5008.732,4944.055,69.5513,101.3082,21.6115,212.505,21.33,192.512,1.934,35.8401,259.276,19.881,26.025,3.1406,1.4731,26.419,106.3,46.771,26.547,20.223,4.695,71.2879,69.1888,73.5182,58.4149,56.512,60.4219,14.0737,13.0981,15.0776,6.1177,5.73,6.4816,6.076,23.4193,253.849,7.098,27.3326,56.6858,65.8918,47.1609,169.2115,202.67,135.7194,61.8308,75.5294,48.1123,144.0196,175.4224,113.0051,-19.999,-2.007
13904,96,795,,TKM,TM,795,4,Country/Area,5500,Turkmenistan,2,Medium,2022,6387.2,6430.77,3185.86,3244.911,13.6845,98.1802,26.081,91.138,14.17,87.141,1.355,51.1548,133.491,5.233,20.755,2.6174,1.2131,27.849,106.7,42.353,23.747,18.606,6.585,69.4102,65.9159,72.916,57.3493,54.2087,60.4202,13.8914,12.38,15.0795,5.9199,5.2332,6.3096,4.414,32.9211,129.706,5.215,38.6441,74.3235,92.1945,55.673,205.8462,267.343,144.0469,78.0065,106.5694,49.6922,171.6982,230.1241,114.2275,-4,-0.622
